"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)",
"860Z200US11977","ZCTA5 11977","151375","43045",
"860Z200US11978","ZCTA5 11978","125179","23879",
"860Z200US11980","ZCTA5 11980","102600","29248",
"860Z200US12007","ZCTA5 12007","200078","195055",
"860Z200US12008","ZCTA5 12008","125859","62008",
"860Z200US12009","ZCTA5 12009","120101","11214",
"860Z200US12010","ZCTA5 12010","63696","2961",
"860Z200US12015","ZCTA5 12015","91845","24597",
"860Z200US12017","ZCTA5 12017","-","**",
"860Z200US12018","ZCTA5 12018","126620","21295",
"860Z200US12019","ZCTA5 12019","112420","15940",
"860Z200US12020","ZCTA5 12020","107112","6552",
"860Z200US12022","ZCTA5 12022","96875","17520",
"860Z200US12023","ZCTA5 12023","112885","26969",
"860Z200US12024","ZCTA5 12024","-","**",
"860Z200US12025","ZCTA5 12025","74352","8846",
"860Z200US12027","ZCTA5 12027","120000","26313",
"860Z200US12028","ZCTA5 12028","96891","18375",
"860Z200US12029","ZCTA5 12029","103542","16027",
"860Z200US12031","ZCTA5 12031","87143","50285",
"860Z200US12032","ZCTA5 12032","65789","21173",
"860Z200US12033","ZCTA5 12033","98569","20171",
"860Z200US12035","ZCTA5 12035","98375","32039",
"860Z200US12036","ZCTA5 12036","41823","13031",
"860Z200US12037","ZCTA5 12037","89844","22231",
"860Z200US12040","ZCTA5 12040","57955","8029",
"860Z200US12041","ZCTA5 12041","122143","55740",
"860Z200US12042","ZCTA5 12042","-","**",
"860Z200US12043","ZCTA5 12043","64583","15640",
"860Z200US12045","ZCTA5 12045","-","**",
"860Z200US12046","ZCTA5 12046","80707","34465",
"860Z200US12047","ZCTA5 12047","66071","6099",
"860Z200US12051","ZCTA5 12051","91786","31263",
"860Z200US12052","ZCTA5 12052","118424","16233",
"860Z200US12053","ZCTA5 12053","91991","35371",
"860Z200US12054","ZCTA5 12054","129583","16670",
"860Z200US12056","ZCTA5 12056","132150","36214",
"860Z200US12057","ZCTA5 12057","68306","18265",
"860Z200US12058","ZCTA5 12058","85469","41388",
"860Z200US12059","ZCTA5 12059","106506","4863",
"860Z200US12060","ZCTA5 12060","101548","18643",
"860Z200US12061","ZCTA5 12061","110962","12528",
"860Z200US12062","ZCTA5 12062","87679","14433",
"860Z200US12063","ZCTA5 12063","90855","22002",
"860Z200US12064","ZCTA5 12064","63500","46863",
"860Z200US12065","ZCTA5 12065","113873","6941",
"860Z200US12066","ZCTA5 12066","78571","12832",
"860Z200US12067","ZCTA5 12067","125521","12138",
"860Z200US12068","ZCTA5 12068","72788","11793",
"860Z200US12069","ZCTA5 12069","90179","85434",
"860Z200US12070","ZCTA5 12070","86989","10608",
"860Z200US12071","ZCTA5 12071","99375","73843",
"860Z200US12072","ZCTA5 12072","81063","11481",
"860Z200US12074","ZCTA5 12074","94583","16521",
"860Z200US12075","ZCTA5 12075","98047","46808",
"860Z200US12076","ZCTA5 12076","84583","19430",
"860Z200US12077","ZCTA5 12077","118257","21369",
"860Z200US12078","ZCTA5 12078","58367","5965",
"860Z200US12082","ZCTA5 12082","-","**",
"860Z200US12083","ZCTA5 12083","83537","9970",
"860Z200US12084","ZCTA5 12084","91063","9914",
"860Z200US12085","ZCTA5 12085","-","**",
"860Z200US12086","ZCTA5 12086","78155","14639",
"860Z200US12087","ZCTA5 12087","91458","31321",
"860Z200US12090","ZCTA5 12090","68056","23412",
"860Z200US12092","ZCTA5 12092","58615","12279",
"860Z200US12093","ZCTA5 12093","65321","9521",
"860Z200US12094","ZCTA5 12094","92266","16333",
"860Z200US12095","ZCTA5 12095","69469","5942",
"860Z200US12106","ZCTA5 12106","75714","15725",
"860Z200US12108","ZCTA5 12108","55625","44925",
"860Z200US12110","ZCTA5 12110","105024","8125",
"860Z200US12115","ZCTA5 12115","91875","85786",
"860Z200US12116","ZCTA5 12116","78986","11611",
"860Z200US12117","ZCTA5 12117","66000","16427",
"860Z200US12118","ZCTA5 12118","92710","7732",
"860Z200US12120","ZCTA5 12120","78917","39423",
"860Z200US12121","ZCTA5 12121","100461","20094",
"860Z200US12122","ZCTA5 12122","55875","5528",
"860Z200US12123","ZCTA5 12123","108878","15610",
"860Z200US12124","ZCTA5 12124","85461","54886",
"860Z200US12125","ZCTA5 12125","55625","21651",
"860Z200US12130","ZCTA5 12130","104286","55597",
"860Z200US12131","ZCTA5 12131","71563","17471",
"860Z200US12132","ZCTA5 12132","-","**",
"860Z200US12134","ZCTA5 12134","77928","8653",
"860Z200US12136","ZCTA5 12136","148750","51783",
"860Z200US12137","ZCTA5 12137","83879","29629",
"860Z200US12138","ZCTA5 12138","75833","11091",
"860Z200US12139","ZCTA5 12139","71563","33399",
"860Z200US12140","ZCTA5 12140","138393","34911",
"860Z200US12143","ZCTA5 12143","95101","10913",
"860Z200US12144","ZCTA5 12144","90738","8426",
"860Z200US12147","ZCTA5 12147","85875","50845",
"860Z200US12148","ZCTA5 12148","141984","45359",
"860Z200US12149","ZCTA5 12149","50608","6978",
"860Z200US12150","ZCTA5 12150","79776","52604",
"860Z200US12151","ZCTA5 12151","98309","13069",
"860Z200US12153","ZCTA5 12153","89861","70655",
"860Z200US12154","ZCTA5 12154","106136","29739",
"860Z200US12155","ZCTA5 12155","62361","16838",
"860Z200US12156","ZCTA5 12156","108274","61012",
"860Z200US12157","ZCTA5 12157","75997","7020",
"860Z200US12158","ZCTA5 12158","97419","8397",
"860Z200US12159","ZCTA5 12159","128306","18333",
"860Z200US12160","ZCTA5 12160","69750","21353",
"860Z200US12161","ZCTA5 12161","123750","58688",
"860Z200US12164","ZCTA5 12164","62083","10938",
"860Z200US12165","ZCTA5 12165","65368","28304",
"860Z200US12166","ZCTA5 12166","94821","12422",
"860Z200US12167","ZCTA5 12167","53047","9381",
"860Z200US12168","ZCTA5 12168","88830","11157",
"860Z200US12169","ZCTA5 12169","43936","33307",
"860Z200US12170","ZCTA5 12170","102857","12700",
"860Z200US12172","ZCTA5 12172","86587","35900",
"860Z200US12173","ZCTA5 12173","76607","17302",
"860Z200US12174","ZCTA5 12174","51131","16445",
"860Z200US12175","ZCTA5 12175","90250","14710",
"860Z200US12176","ZCTA5 12176","63565","38467",
"860Z200US12177","ZCTA5 12177","92444","72696",
"860Z200US12180","ZCTA5 12180","75851","3126",
"860Z200US12182","ZCTA5 12182","56984","7991",
"860Z200US12183","ZCTA5 12183","59406","21753",
"860Z200US12184","ZCTA5 12184","98622","19497",
"860Z200US12185","ZCTA5 12185","110625","43028",
"860Z200US12186","ZCTA5 12186","112446","14574",
"860Z200US12187","ZCTA5 12187","78149","17197",
"860Z200US12188","ZCTA5 12188","92279","8878",
"860Z200US12189","ZCTA5 12189","65276","9417",
"860Z200US12190","ZCTA5 12190","74286","31007",
"860Z200US12192","ZCTA5 12192","106213","3102",
"860Z200US12193","ZCTA5 12193","108438","44315",
"860Z200US12194","ZCTA5 12194","91250","29850",
"860Z200US12195","ZCTA5 12195","148815","1035",
"860Z200US12196","ZCTA5 12196","110889","23073",
"860Z200US12197","ZCTA5 12197","77778","21317",
"860Z200US12198","ZCTA5 12198","113083","17759",
"860Z200US12202","ZCTA5 12202","52868","8716",
"860Z200US12203","ZCTA5 12203","83147","5516",
"860Z200US12204","ZCTA5 12204","74841","6319",
"860Z200US12205","ZCTA5 12205","91020","5673",
"860Z200US12206","ZCTA5 12206","41548","6936",
"860Z200US12207","ZCTA5 12207","58998","12438",
"860Z200US12208","ZCTA5 12208","70413","8177",
"860Z200US12209","ZCTA5 12209","89390","13349",
"860Z200US12210","ZCTA5 12210","55843","10090",
"860Z200US12211","ZCTA5 12211","156605","17091",
"860Z200US12222","ZCTA5 12222","-","**",
"860Z200US12226","ZCTA5 12226","-","**",
"860Z200US12302","ZCTA5 12302","98163","5537",
"860Z200US12303","ZCTA5 12303","84375","4395",
"860Z200US12304","ZCTA5 12304","69235","4536",
"860Z200US12305","ZCTA5 12305","53326","7389",
"860Z200US12306","ZCTA5 12306","83202","4865",
"860Z200US12307","ZCTA5 12307","24758","7053",
"860Z200US12308","ZCTA5 12308","63434","8035",
"860Z200US12309","ZCTA5 12309","125274","10519",
"860Z200US12401","ZCTA5 12401","69305","5254",
"860Z200US12404","ZCTA5 12404","77214","48229",
"860Z200US12405","ZCTA5 12405","97500","35143",
"860Z200US12406","ZCTA5 12406","71208","10226",
"860Z200US12407","ZCTA5 12407","63438","36644",
"860Z200US12409","ZCTA5 12409","116280","26215",
"860Z200US12410","ZCTA5 12410","-","**",
"860Z200US12411","ZCTA5 12411","97880","36642",
"860Z200US12412","ZCTA5 12412","82195","18801",
"860Z200US12413","ZCTA5 12413","60363","11035",
"860Z200US12414","ZCTA5 12414","73036","12979",
"860Z200US12416","ZCTA5 12416","-","**",
"860Z200US12417","ZCTA5 12417","120417","44531",
"860Z200US12418","ZCTA5 12418","98472","50847",
"860Z200US12419","ZCTA5 12419","121776","86158",
"860Z200US12420","ZCTA5 12420","120559","76291",
"860Z200US12421","ZCTA5 12421","100819","69643",
"860Z200US12422","ZCTA5 12422","91667","76440",
"860Z200US12423","ZCTA5 12423","75511","9354",
"860Z200US12424","ZCTA5 12424","54141","16386",
"860Z200US12427","ZCTA5 12427","-","**",
"860Z200US12428","ZCTA5 12428","63145","11003",
"860Z200US12429","ZCTA5 12429","-","**",
"860Z200US12430","ZCTA5 12430","68250","59644",
"860Z200US12431","ZCTA5 12431","80694","33724",
"860Z200US12432","ZCTA5 12432","48193","10886",
"860Z200US12433","ZCTA5 12433","96250","71730",
"860Z200US12434","ZCTA5 12434","48656","17303",
"860Z200US12435","ZCTA5 12435","112813","19331",
"860Z200US12436","ZCTA5 12436","108056","16678",
"860Z200US12438","ZCTA5 12438","78512","15879",
"860Z200US12439","ZCTA5 12439","102989","17291",
"860Z200US12440","ZCTA5 12440","106553","19479",
"860Z200US12441","ZCTA5 12441","55893","32403",
"860Z200US12442","ZCTA5 12442","36912","10831",
"860Z200US12443","ZCTA5 12443","104412","24458",
"860Z200US12444","ZCTA5 12444","77708","30160",
"860Z200US12446","ZCTA5 12446","85979","11111",
"860Z200US12448","ZCTA5 12448","-","**",
"860Z200US12449","ZCTA5 12449","93750","13494",
"860Z200US12450","ZCTA5 12450","-","**",
"860Z200US12451","ZCTA5 12451","56477","17719",
"860Z200US12452","ZCTA5 12452","-","**",
"860Z200US12453","ZCTA5 12453","-","**",
"860Z200US12454","ZCTA5 12454","88750","32703",
"860Z200US12455","ZCTA5 12455","85926","18789",
"860Z200US12456","ZCTA5 12456","63833","25338",
"860Z200US12457","ZCTA5 12457","90667","42107",
"860Z200US12458","ZCTA5 12458","64851","7580",
"860Z200US12459","ZCTA5 12459","-","**",
"860Z200US12460","ZCTA5 12460","109750","35873",
"860Z200US12461","ZCTA5 12461","112273","47931",
"860Z200US12463","ZCTA5 12463","-","**",
"860Z200US12464","ZCTA5 12464","-","**",
"860Z200US12465","ZCTA5 12465","-","**",
"860Z200US12466","ZCTA5 12466","78182","17372",
"860Z200US12468","ZCTA5 12468","51875","17917",
"860Z200US12469","ZCTA5 12469","99722","32465",
"860Z200US12470","ZCTA5 12470","86349","4967",
"860Z200US12471","ZCTA5 12471","-","**",
"860Z200US12472","ZCTA5 12472","70559","6630",
"860Z200US12473","ZCTA5 12473","103542","40348",
"860Z200US12474","ZCTA5 12474","57428","10005",
"860Z200US12475","ZCTA5 12475","103412","56353",
"860Z200US12477","ZCTA5 12477","80861","8456",
"860Z200US12480","ZCTA5 12480","66491","12716",
"860Z200US12481","ZCTA5 12481","124286","82510",
"860Z200US12482","ZCTA5 12482","-","**",
"860Z200US12483","ZCTA5 12483","2,500-","***",
"860Z200US12484","ZCTA5 12484","119779","26230",
"860Z200US12485","ZCTA5 12485","67165","18613",
"860Z200US12486","ZCTA5 12486","96964","38501",
"860Z200US12487","ZCTA5 12487","95230","19208",
"860Z200US12489","ZCTA5 12489","-","**",
"860Z200US12490","ZCTA5 12490","-","**",
"860Z200US12491","ZCTA5 12491","100257","28236",
"860Z200US12492","ZCTA5 12492","150833","60665",
"860Z200US12493","ZCTA5 12493","105617","84578",
"860Z200US12494","ZCTA5 12494","145303","54602",
"860Z200US12495","ZCTA5 12495","-","**",
"860Z200US12496","ZCTA5 12496","59286","21586",
"860Z200US12498","ZCTA5 12498","94210","17810",
"860Z200US12501","ZCTA5 12501","75104","13900",
"860Z200US12502","ZCTA5 12502","85192","14118",
"860Z200US12503","ZCTA5 12503","117935","29638",
"860Z200US12504","ZCTA5 12504","-","**",
"860Z200US12507","ZCTA5 12507","116198","22375",
"860Z200US12508","ZCTA5 12508","92461","7151",
"860Z200US12512","ZCTA5 12512","99025","5779",
"860Z200US12513","ZCTA5 12513","60951","13991",
"860Z200US12514","ZCTA5 12514","120439","33664",
"860Z200US12515","ZCTA5 12515","103500","81988",
"860Z200US12516","ZCTA5 12516","128750","16154",
"860Z200US12517","ZCTA5 12517","153958","80615",
"860Z200US12518","ZCTA5 12518","101208","13269",
"860Z200US12520","ZCTA5 12520","136797","37338",
"860Z200US12521","ZCTA5 12521","75652","19566",
"860Z200US12522","ZCTA5 12522","76157","13176",
"860Z200US12523","ZCTA5 12523","54235","6557",
"860Z200US12524","ZCTA5 12524","99034","7428",
"860Z200US12525","ZCTA5 12525","110268","10106",
"860Z200US12526","ZCTA5 12526","97679","5548",
"860Z200US12527","ZCTA5 12527","-","**",
"860Z200US12528","ZCTA5 12528","92462","21724",
"860Z200US12529","ZCTA5 12529","70750","11733",
"860Z200US12530","ZCTA5 12530","-","**",
"860Z200US12531","ZCTA5 12531","129028","40594",
"860Z200US12533","ZCTA5 12533","141585","9673",
"860Z200US12534","ZCTA5 12534","72741","5784",
"860Z200US12538","ZCTA5 12538","86230","6776",
"860Z200US12540","ZCTA5 12540","111320","12556",
"860Z200US12542","ZCTA5 12542","121378","19293",
"860Z200US12543","ZCTA5 12543","75583","19313",
"860Z200US12544","ZCTA5 12544","-","**",
"860Z200US12545","ZCTA5 12545","101354","36148",
"860Z200US12546","ZCTA5 12546","84455","22158",
"860Z200US12547","ZCTA5 12547","88778","25246",
"860Z200US12548","ZCTA5 12548","132083","52201",
"860Z200US12549","ZCTA5 12549","122734","14806",
"860Z200US12550","ZCTA5 12550","85697","4993",
"860Z200US12553","ZCTA5 12553","92757","10652",
"860Z200US12561","ZCTA5 12561","92288","8761",
"860Z200US12563","ZCTA5 12563","98415","12316",
"860Z200US12564","ZCTA5 12564","111324","13405",
"860Z200US12565","ZCTA5 12565","56563","11079",
"860Z200US12566","ZCTA5 12566","112831","16468",
"860Z200US12567","ZCTA5 12567","103750","14325",
"860Z200US12569","ZCTA5 12569","100846","20849",
"860Z200US12570","ZCTA5 12570","128906","26691",
"860Z200US12571","ZCTA5 12571","118967","11597",
"860Z200US12572","ZCTA5 12572","94859","10009",
"860Z200US12574","ZCTA5 12574","-","**",
"860Z200US12575","ZCTA5 12575","142530","49148",
"860Z200US12577","ZCTA5 12577","124028","47466",
"860Z200US12578","ZCTA5 12578","108194","41716",
"860Z200US12580","ZCTA5 12580","134583","12441",
"860Z200US12581","ZCTA5 12581","80640","17045",
"860Z200US12582","ZCTA5 12582","133328","17258",
"860Z200US12583","ZCTA5 12583","79583","20165",
"860Z200US12585","ZCTA5 12585","99648","59311",
"860Z200US12586","ZCTA5 12586","87194","9422",
"860Z200US12589","ZCTA5 12589","120815","7006",
"860Z200US12590","ZCTA5 12590","102285","6602",
"860Z200US12592","ZCTA5 12592","71696","22756",
"860Z200US12594","ZCTA5 12594","144202","26340",
"860Z200US12601","ZCTA5 12601","63652","3230",
"860Z200US12603","ZCTA5 12603","103538","5638",
"860Z200US12604","ZCTA5 12604","-","**",
"860Z200US12701","ZCTA5 12701","57222","8326",
"860Z200US12719","ZCTA5 12719","79921","27284",
"860Z200US12720","ZCTA5 12720","66597","552",
"860Z200US12721","ZCTA5 12721","103214","21005",
"860Z200US12722","ZCTA5 12722","-","**",
"860Z200US12723","ZCTA5 12723","77313","27612",
"860Z200US12724","ZCTA5 12724","-","**",
"860Z200US12725","ZCTA5 12725","90893","19698",
"860Z200US12726","ZCTA5 12726","77149","33226",
"860Z200US12729","ZCTA5 12729","66982","37359",
"860Z200US12732","ZCTA5 12732","50125","42015",
"860Z200US12733","ZCTA5 12733","56056","1061",
"860Z200US12734","ZCTA5 12734","56740","42691",
"860Z200US12736","ZCTA5 12736","44330","34886",
"860Z200US12737","ZCTA5 12737","87939","19166",
"860Z200US12738","ZCTA5 12738","95481","40273",
"860Z200US12740","ZCTA5 12740","103462","38124",
"860Z200US12741","ZCTA5 12741","68897","28503",
"860Z200US12742","ZCTA5 12742","148160","115453",
"860Z200US12743","ZCTA5 12743","86053","35848",
"860Z200US12745","ZCTA5 12745","-","**",
"860Z200US12746","ZCTA5 12746","69906","22384",
"860Z200US12747","ZCTA5 12747","71563","41594",
"860Z200US12748","ZCTA5 12748","86927","17100",
"860Z200US12749","ZCTA5 12749","175083","38796",
"860Z200US12750","ZCTA5 12750","-","**",
"860Z200US12751","ZCTA5 12751","53549","25654",
"860Z200US12752","ZCTA5 12752","-","**",
"860Z200US12754","ZCTA5 12754","67624","7592",
"860Z200US12758","ZCTA5 12758","68958","23021",
"860Z200US12759","ZCTA5 12759","41506","33191",
"860Z200US12760","ZCTA5 12760","90938","48693",
"860Z200US12762","ZCTA5 12762","87381","54160",
"860Z200US12763","ZCTA5 12763","55741","33386",
"860Z200US12764","ZCTA5 12764","67778","17029",
"860Z200US12765","ZCTA5 12765","-","**",
"860Z200US12766","ZCTA5 12766","-","**",
"860Z200US12767","ZCTA5 12767","-","**",
"860Z200US12768","ZCTA5 12768","34708","19712",
"860Z200US12769","ZCTA5 12769","141779","77899",
"860Z200US12770","ZCTA5 12770","108452","14112",
"860Z200US12771","ZCTA5 12771","68136","9152",
"860Z200US12775","ZCTA5 12775","112600","35264",
"860Z200US12776","ZCTA5 12776","84211","20856",
"860Z200US12777","ZCTA5 12777","137500","55395",
"860Z200US12778","ZCTA5 12778","50959","29168",
"860Z200US12779","ZCTA5 12779","47688","16380",
"860Z200US12780","ZCTA5 12780","74468","16042",
"860Z200US12781","ZCTA5 12781","-","**",
"860Z200US12783","ZCTA5 12783","67778","29468",
"860Z200US12784","ZCTA5 12784","-","**",
"860Z200US12785","ZCTA5 12785","140397","56960",
"860Z200US12786","ZCTA5 12786","-","**",
"860Z200US12787","ZCTA5 12787","43102","15755",
"860Z200US12788","ZCTA5 12788","62768","21845",
"860Z200US12789","ZCTA5 12789","71729","16878",
"860Z200US12790","ZCTA5 12790","79193","11683",
"860Z200US12791","ZCTA5 12791","74744","22426",
"860Z200US12792","ZCTA5 12792","-","**",
"860Z200US12801","ZCTA5 12801","67577","5075",
"860Z200US12803","ZCTA5 12803","82057","9811",
"860Z200US12804","ZCTA5 12804","89127","6474",
"860Z200US12808","ZCTA5 12808","110192","23537",
"860Z200US12809","ZCTA5 12809","83938","13188",
"860Z200US12810","ZCTA5 12810","56250","15603",
"860Z200US12811","ZCTA5 12811","65865","29225",
"860Z200US12812","ZCTA5 12812","155536","118599",
"860Z200US12814","ZCTA5 12814","104489","26811",
"860Z200US12815","ZCTA5 12815","76302","12788",
"860Z200US12816","ZCTA5 12816","75966","7678",
"860Z200US12817","ZCTA5 12817","93393","11869",
"860Z200US12819","ZCTA5 12819","64688","12759",
"860Z200US12820","ZCTA5 12820","-","**",
"860Z200US12821","ZCTA5 12821","-","**",
"860Z200US12822","ZCTA5 12822","83349","4131",
"860Z200US12823","ZCTA5 12823","118783","35720",
"860Z200US12824","ZCTA5 12824","108533","18134",
"860Z200US12827","ZCTA5 12827","81424","6833",
"860Z200US12828","ZCTA5 12828","76019","9633",
"860Z200US12831","ZCTA5 12831","100024","13433",
"860Z200US12832","ZCTA5 12832","68929","9276",
"860Z200US12833","ZCTA5 12833","102832","21801",
"860Z200US12834","ZCTA5 12834","81205","12366",
"860Z200US12835","ZCTA5 12835","66992","8747",
"860Z200US12836","ZCTA5 12836","80221","12361",
"860Z200US12837","ZCTA5 12837","81583","17956",
"860Z200US12838","ZCTA5 12838","62348","5788",
"860Z200US12839","ZCTA5 12839","71423","6326",
"860Z200US12841","ZCTA5 12841","63348","12658",
"860Z200US12842","ZCTA5 12842","58702","7824",
"860Z200US12843","ZCTA5 12843","61304","3664",
"860Z200US12844","ZCTA5 12844","133750","109383",
"860Z200US12845","ZCTA5 12845","100774","14628",
"860Z200US12846","ZCTA5 12846","46344","9003",
"860Z200US12847","ZCTA5 12847","70962","7465",
"860Z200US12849","ZCTA5 12849","-","**",
"860Z200US12850","ZCTA5 12850","92083","18194",
"860Z200US12851","ZCTA5 12851","73750","16812",
"860Z200US12852","ZCTA5 12852","108750","24764",
"860Z200US12853","ZCTA5 12853","57950","22381",
"860Z200US12854","ZCTA5 12854","-","**",
"860Z200US12855","ZCTA5 12855","77292","52558",
"860Z200US12856","ZCTA5 12856","59200","34145",
"860Z200US12857","ZCTA5 12857","68500","12208",
"860Z200US12858","ZCTA5 12858","124167","117537",
"860Z200US12859","ZCTA5 12859","71250","20543",
"860Z200US12860","ZCTA5 12860","95625","62043",
"860Z200US12861","ZCTA5 12861","92031","15586",
"860Z200US12862","ZCTA5 12862","-","**",
"860Z200US12863","ZCTA5 12863","96679","40726",
"860Z200US12864","ZCTA5 12864","-","**",
"860Z200US12865","ZCTA5 12865","71983","6631",
"860Z200US12866","ZCTA5 12866","101901","7635",
"860Z200US12870","ZCTA5 12870","72628","10701",
"860Z200US12871","ZCTA5 12871","96024","10573",
"860Z200US12872","ZCTA5 12872","-","**",
"860Z200US12873","ZCTA5 12873","103239","36555",
"860Z200US12874","ZCTA5 12874","158500","99014",
"860Z200US12878","ZCTA5 12878","63657","6952",
"860Z200US12883","ZCTA5 12883","65865","13333",
"860Z200US12884","ZCTA5 12884","37045","23572",
"860Z200US12885","ZCTA5 12885","59429","7244",
"860Z200US12886","ZCTA5 12886","127649","33988",
"860Z200US12887","ZCTA5 12887","56709","5966",
"860Z200US12901","ZCTA5 12901","60942","2763",
"860Z200US12903","ZCTA5 12903","77733","13804",
"860Z200US12910","ZCTA5 12910","53021","8598",
"860Z200US12911","ZCTA5 12911","-","**",
"860Z200US12912","ZCTA5 12912","70046","10233",
"860Z200US12913","ZCTA5 12913","81250","4228",
"860Z200US12914","ZCTA5 12914","32778","25509",
"860Z200US12915","ZCTA5 12915","78750","57943",
"860Z200US12916","ZCTA5 12916","69833","14820",
"860Z200US12917","ZCTA5 12917","62750","9220",
"860Z200US12918","ZCTA5 12918","91951","12249",
"860Z200US12919","ZCTA5 12919","80931","13793",
"860Z200US12920","ZCTA5 12920","79773","14993",
"860Z200US12921","ZCTA5 12921","101302","17643",
"860Z200US12922","ZCTA5 12922","88333","21610",
"860Z200US12923","ZCTA5 12923","50833","8334",
"860Z200US12924","ZCTA5 12924","-","**",
"860Z200US12926","ZCTA5 12926","56424","8468",
"860Z200US12927","ZCTA5 12927","68125","44515",
"860Z200US12928","ZCTA5 12928","82813","25451",
"860Z200US12929","ZCTA5 12929","62411","48952",
"860Z200US12930","ZCTA5 12930","68603","3851",
"860Z200US12932","ZCTA5 12932","56771","17598",
"860Z200US12933","ZCTA5 12933","-","**",
"860Z200US12934","ZCTA5 12934","77734","6230",
"860Z200US12935","ZCTA5 12935","57542","9949",
"860Z200US12936","ZCTA5 12936","77321","11554",
"860Z200US12937","ZCTA5 12937","55417","9627",
"860Z200US12939","ZCTA5 12939","51635","21182",
"860Z200US12941","ZCTA5 12941","68625","5916",
"860Z200US12942","ZCTA5 12942","115000","58451",
"860Z200US12943","ZCTA5 12943","-","**",
"860Z200US12944","ZCTA5 12944","72207","14643",
"860Z200US12945","ZCTA5 12945","80227","17846",
"860Z200US12946","ZCTA5 12946","77548","10428",
"860Z200US12950","ZCTA5 12950","82794","45981",
"860Z200US12952","ZCTA5 12952","52841","49645",
"860Z200US12953","ZCTA5 12953","68799","10101",
"860Z200US12955","ZCTA5 12955","78487","10999",
"860Z200US12956","ZCTA5 12956","69692","21095",
"860Z200US12957","ZCTA5 12957","54572","19116",
"860Z200US12958","ZCTA5 12958","63977","36599",
"860Z200US12959","ZCTA5 12959","54981","24776",
"860Z200US12960","ZCTA5 12960","64702","23879",
"860Z200US12961","ZCTA5 12961","-","**",
"860Z200US12962","ZCTA5 12962","77847","16323",
"860Z200US12964","ZCTA5 12964","99688","78531",
"860Z200US12965","ZCTA5 12965","66477","10730",
"860Z200US12966","ZCTA5 12966","65893","6649",
"860Z200US12967","ZCTA5 12967","75781","18301",
"860Z200US12969","ZCTA5 12969","65469","13803",
"860Z200US12970","ZCTA5 12970","84250","20762",
"860Z200US12972","ZCTA5 12972","125373","20681",
"860Z200US12973","ZCTA5 12973","104091","19000",
"860Z200US12974","ZCTA5 12974","47278","14916",
"860Z200US12975","ZCTA5 12975","-","**",
"860Z200US12976","ZCTA5 12976","61406","23407",
"860Z200US12977","ZCTA5 12977","-","**",
"860Z200US12978","ZCTA5 12978","98958","20517",
"860Z200US12979","ZCTA5 12979","45850","8288",
"860Z200US12980","ZCTA5 12980","60938","8982",
"860Z200US12981","ZCTA5 12981","76450","20080",
"860Z200US12983","ZCTA5 12983","65985","5415",
"860Z200US12985","ZCTA5 12985","76090","11087",
"860Z200US12986","ZCTA5 12986","67883","11616",
"860Z200US12987","ZCTA5 12987","127083","115772",
"860Z200US12989","ZCTA5 12989","84464","20913",
"860Z200US12992","ZCTA5 12992","82685","13870",
"860Z200US12993","ZCTA5 12993","80139","18519",
"860Z200US12996","ZCTA5 12996","69766","25620",
"860Z200US12997","ZCTA5 12997","82344","25433",
"860Z200US12998","ZCTA5 12998","-","**",
"860Z200US13020","ZCTA5 13020","92813","51633",
"860Z200US13021","ZCTA5 13021","60712","3618",
"860Z200US13024","ZCTA5 13024","-","**",
"860Z200US13026","ZCTA5 13026","96324","12455",
"860Z200US13027","ZCTA5 13027","91797","6516",
"860Z200US13028","ZCTA5 13028","61645","30551",
"860Z200US13029","ZCTA5 13029","103878","16575",
"860Z200US13030","ZCTA5 13030","68306","9598",
"860Z200US13031","ZCTA5 13031","88224","8634",
"860Z200US13032","ZCTA5 13032","81171","4437",
"860Z200US13033","ZCTA5 13033","93092","14352",
"860Z200US13034","ZCTA5 13034","104154","7056",
"860Z200US13035","ZCTA5 13035","109394","12251",
"860Z200US13036","ZCTA5 13036","83648","6839",
"860Z200US13037","ZCTA5 13037","83963","8839",
"860Z200US13039","ZCTA5 13039","107500","9617",
"860Z200US13040","ZCTA5 13040","70167","7176",
"860Z200US13041","ZCTA5 13041","120188","6049",
"860Z200US13042","ZCTA5 13042","86587","29467",
"860Z200US13044","ZCTA5 13044","64313","21783",
"860Z200US13045","ZCTA5 13045","69961","4861",
"860Z200US13051","ZCTA5 13051","-","**",
"860Z200US13052","ZCTA5 13052","76750","13485",
"860Z200US13053","ZCTA5 13053","83021","16141",
"860Z200US13054","ZCTA5 13054","94100","14428",
"860Z200US13057","ZCTA5 13057","80900","6510",
"860Z200US13060","ZCTA5 13060","64448","16666",
"860Z200US13061","ZCTA5 13061","75250","21324",
"860Z200US13062","ZCTA5 13062","-","**",
"860Z200US13063","ZCTA5 13063","84063","32556",
"860Z200US13065","ZCTA5 13065","-","**",
"860Z200US13066","ZCTA5 13066","122088","12043",
"860Z200US13068","ZCTA5 13068","80043","10677",
"860Z200US13069","ZCTA5 13069","63113","4936",
"860Z200US13071","ZCTA5 13071","85972","12353",
"860Z200US13072","ZCTA5 13072","48611","12880",
"860Z200US13073","ZCTA5 13073","71452","7113",
